ID,Career Path,Field,Specialization,Required Skills
CP0725,Computer Science - Software Engineer,Computer Science,Software Engineer,"Azure, Ethical Hacking, Cloud Computing, Security, Docker, Cybersecurity, HTML, Node.js, Angular, GraphQL, NoSQL, C#, TensorFlow, RESTful APIs, Django, Git, Kotlin, Python, Penetration Testing"
CP0726,Computer Science - Data Engineer,Computer Science,Data Engineer,"Docker, Node.js, Express.js, Windows Server, Data Visualization, NoSQL, Swift, Big Data, Web Development, Linux, Data Analysis, Security, CSS"
CP0727,Marketing - Product Marketing Manager,Marketing,Product Marketing Manager,"Marketing Analytics, Conversion Rate Optimization, Marketo, Copywriting, WordPress, Market Research, Google Ads, Event Marketing, Mobile Marketing, Content Creation, Hootsuite, Marketing Automation, Marketing ROI, Email Marketing, Campaign Management, Digital Marketing, Influencer Marketing, Press Releases, Media Relations"
CP0728,Computer Science - Software Architect,Computer Science,Software Architect,"Object-Oriented Programming, Machine Learning, Deep Learning, Data Visualization, Git, iOS, GraphQL, NoSQL, TensorFlow, Sketch, Networking, C++, Angular, Blockchain, Data Analysis, Adobe XD, Cloud Computing"
CP0729,Marketing - Marketing Analyst,Marketing,Marketing Analyst,"SEO, Affiliate Marketing, CRM, Customer Retention, Event Marketing, Lead Generation, Canva, HubSpot, Google Analytics, Mobile Marketing, Brand Management, Marketing Automation, Competitive Analysis, Press Releases"
CP0730,Finance - Financial Analyst,Finance,Financial Analyst,"Valuation, Retirement Planning, IPOs, FINRA, Estate Planning, VBA, Capital Markets, Series 7, Forecasting, Derivatives, Budgeting, Credit Analysis"
CP0731,Marketing - Brand Manager,Marketing,Brand Manager,"Customer Segmentation, Brand Management, Growth Hacking, Canva, Campaign Management, Mailchimp, Lead Generation, Digital Marketing, Facebook Ads, Mobile Marketing, Marketo, HubSpot, WordPress, Hootsuite, Influencer Marketing, Product Positioning, User Acquisition, Marketing Strategy, Google Analytics"
CP0732,Marketing - Market Research Analyst,Marketing,Market Research Analyst,"Digital Marketing, Google Ads, Brand Management, Buffer, Content Creation, Blogging, Canva, Video Marketing, Adobe Creative Suite, Marketing ROI, Campaign Management, Illustrator, WordPress, Photoshop, Marketing Strategy, Customer Segmentation, Hootsuite, Product Positioning, Content Marketing, SEM"
CP0733,Healthcare - Dentist,Healthcare,Dentist,"Medical Research, Pharmacology, Electronic Health Records, Neurology, Vital Signs, Sterilization, Medical Coding, Medical Billing, Medical Diagnosis, Emergency Medicine"
CP0734,Marketing - Campaign Manager,Marketing,Campaign Manager,"Social Media Marketing, Mailchimp, Content Strategy, User Acquisition, SEM, SEO, Google Ads, Adobe Creative Suite, Buffer, Content Creation"
CP0735,Marketing - Social Media Manager,Marketing,Social Media Manager,"User Acquisition, Campaign Management, Marketing Analytics, Brand Management, Influencer Marketing, Public Relations, Google Ads, HubSpot, Photoshop, Content Strategy, A/B Testing, Digital Marketing, Content Marketing, Marketing Strategy, Social Media Marketing, Affiliate Marketing, Market Research, Marketo"
CP0736,Healthcare - Physician,Healthcare,Physician,"Wound Care, Clinical Trials, Epidemiology, Healthcare Management, Rehabilitation, Infection Control, Electronic Health Records, Emergency Medicine, Sterilization, Health Policy, Wellness, Anatomy, CPT Codes, Pediatrics, Patient Assessment"
CP0737,Computer Science - Software Engineer,Computer Science,Software Engineer,"Agile, Data Analysis, Responsive Design, TensorFlow, Machine Learning, Cloud Computing, Android, SQL, Computer Vision, Unreal Engine, Natural Language Processing, Scrum, React.js, Adobe XD, Django, Test-Driven Development, HTML, Express.js, Node.js"
CP0738,Healthcare - Registered Nurse,Healthcare,Registered Nurse,"Diagnostic Testing, Radiology, Medical Research, Anatomy, Treatment Planning, Sterilization, Physiology, Health Policy, Medical Coding, Medication Administration"
CP0739,Healthcare - Pharmacist,Healthcare,Pharmacist,"Anatomy, Healthcare Management, Medical Coding, Care Planning, Medical Billing, Nutrition, Emergency Medicine, Medical Records, Pediatrics, Vital Signs, Diagnostic Testing, Infection Control, Clinical Experience, Sterilization"
CP0740,Finance - Hedge Fund Analyst,Finance,Hedge Fund Analyst,"Due Diligence, Equity Research, Python for Finance, Financial Modeling, IPOs, GAAP, Risk Assessment, Estate Planning, Budgeting, Accounting, Financial Statements, Mergers & Acquisitions, Quantitative Analysis, Hedge Funds, Financial Analysis, R Programming, Private Equity, Forecasting, Series 63"
CP0741,Finance - Risk Manager,Finance,Risk Manager,"Equity Research, Financial Modeling, Capital Markets, Due Diligence, Loan Underwriting, Hedge Funds, IFRS, Forecasting, IPOs, Insurance Planning, Risk Assessment, Series 63, Private Equity, Portfolio Management"
CP0742,Finance - Hedge Fund Analyst,Finance,Hedge Fund Analyst,"GAAP, Accounting, Fixed Income, Retirement Planning, Series 63, Algorithmic Trading, Mergers & Acquisitions, IFRS, Financial Analysis, Capital Markets, CFA, STATA, Bloomberg Terminal, Quantitative Analysis, IPOs"
CP0743,Marketing - Growth Hacker,Marketing,Growth Hacker,"A/B Testing, Canva, Marketing Analytics, Marketing Strategy, Growth Hacking, Adobe Creative Suite, Content Marketing, Blogging, Public Relations, Campaign Management, Google Analytics, Affiliate Marketing, Competitive Analysis"
CP0744,Marketing - Brand Manager,Marketing,Brand Manager,"Digital Marketing, WordPress, Illustrator, CRM, Content Strategy, Event Marketing, Hootsuite, Customer Retention, Marketing Automation, Press Releases, Blogging, Campaign Management, Google Ads, Customer Segmentation, User Acquisition, Content Creation, Marketing ROI, Social Media Marketing, Content Marketing, Video Marketing"
CP0745,Finance - Trader,Finance,Trader,"Risk Assessment, Mergers & Acquisitions, GAAP, Investment Management, Forecasting, Wealth Management, Regulatory Compliance, Financial Statements, Due Diligence, Hedge Funds, Tax Planning, SAS, Algorithmic Trading, Estate Planning, VBA, Python for Finance, Credit Analysis, Retirement Planning"
CP0746,Computer Science - Mobile App Developer,Computer Science,Mobile App Developer,"Angular, Kotlin, RESTful APIs, Mobile Development, Hadoop, AR/VR, Responsive Design, CSS, Test-Driven Development, Swift, Scikit-learn, Object-Oriented Programming, Django, Machine Learning, DevOps, Unity"
CP0747,Computer Science - Game Developer,Computer Science,Game Developer,"Windows Server, Vue.js, AR/VR, System Design, C#, HTML, AWS, Computer Vision, Data Visualization, Responsive Design, RESTful APIs, Angular, CI/CD, Mobile Development, Sketch, Python, Functional Programming, Spark, Adobe XD, Git"
CP0748,Computer Science - AI Research Scientist,Computer Science,AI Research Scientist,"Functional Programming, JavaScript, Linux, Data Visualization, Microservices, Unreal Engine, Android, Ethical Hacking, Git, Kotlin, Figma, Django, GraphQL, Flask, Computer Vision, Docker, Natural Language Processing, Cybersecurity, Hadoop, Swift"
CP0749,Finance - Investment Banker,Finance,Investment Banker,"Estate Planning, IFRS, Derivatives, Valuation, FINRA, STATA, Excel, VBA, Equity Research, Insurance Planning, Regulatory Compliance, Python for Finance, SAS, GAAP, Private Equity, Due Diligence"
CP0750,Marketing - Brand Manager,Marketing,Brand Manager,"Social Media Marketing, Event Marketing, Product Positioning, Canva, Marketing ROI, Hootsuite, Competitive Analysis, CRM, Social Media Strategy, Marketo, Marketing Metrics, Illustrator, Content Marketing, A/B Testing, Press Releases, Mailchimp, Marketing Strategy, Mobile Marketing, Influencer Marketing"
CP0751,Finance - Compliance Officer,Finance,Compliance Officer,"Retirement Planning, Estate Planning, FINRA, Valuation, Budgeting, Quantitative Analysis, R Programming, Forecasting, VBA, Insurance Planning, Excel, CFA, Hedge Funds, Loan Underwriting, STATA, Algorithmic Trading, IPOs, Derivatives, SAS"
CP0752,Computer Science - System Administrator,Computer Science,System Administrator,"Swift, C++, Unreal Engine, Game Development, Deep Learning, PyTorch, HTML, Object-Oriented Programming, C#, Machine Learning, Figma, Angular, CI/CD, Test-Driven Development, Python, Data Visualization"
CP0753,Finance - Auditor,Finance,Auditor,"Equity Research, Retirement Planning, Python for Finance, Portfolio Management, Algorithmic Trading, Credit Analysis, Capital Markets, Wealth Management, Excel, Bloomberg Terminal, Regulatory Compliance, CFA, Loan Underwriting, IFRS, Series 63, Financial Statements, GAAP, Insurance Planning, Hedge Funds"
CP0754,Computer Science - AI Research Scientist,Computer Science,AI Research Scientist,"Ethical Hacking, Android, Networking, Spark, Git, Unity, Linux, Angular, Java, Express.js"
CP0755,Finance - Portfolio Manager,Finance,Portfolio Manager,"Private Equity, Budgeting, Forecasting, R Programming, Valuation, Excel, Due Diligence, CFA, Regulatory Compliance, IFRS, Quantitative Analysis, Fixed Income, Python for Finance, Portfolio Management, Financial Modeling, Tax Planning, Capital Markets, IPOs, Hedge Funds, Financial Statements"
CP0756,Computer Science - Game Developer,Computer Science,Game Developer,"Cybersecurity, Azure, Cloud Computing, Data Analysis, Blockchain, DevOps, Big Data, Unity, C++, RESTful APIs, React.js, Game Development, iOS, UX Design"
CP0757,Computer Science - AI Research Scientist,Computer Science,AI Research Scientist,"Django, Mobile Development, UX Design, Sketch, Python, Functional Programming, Object-Oriented Programming, UI Design, Agile, Docker, Scrum, Penetration Testing, Test-Driven Development, HTML, Git, Figma, Spark, Linux"
CP0758,Computer Science - Machine Learning Engineer,Computer Science,Machine Learning Engineer,"Hadoop, Kubernetes, Blockchain, Vue.js, Scrum, Python, Machine Learning, UX Design, Computer Vision, Functional Programming, JavaScript, HTML, Data Visualization, C++, Windows Server, React.js"
CP0759,Healthcare - Medical Researcher,Healthcare,Medical Researcher,"Patient Education, Electronic Health Records, CPT Codes, Medical Terminology, Mental Health, Laboratory Procedures, Geriatrics, Clinical Experience, Pediatrics, Medical Diagnosis"
CP0760,Healthcare - Healthcare Administrator,Healthcare,Healthcare Administrator,"Healthcare Regulations, Pediatrics, HIPAA, Orthopedics, Infection Control, Oncology, Medical Billing, Anatomy, Physiology, Public Health, Pathology, Medical Terminology, Cardiology, Care Planning, Epidemiology, Mental Health"
CP0761,Marketing - Marketing Director,Marketing,Marketing Director,"Marketing ROI, WordPress, Public Relations, Customer Retention, Blogging, Google Ads, SEM, Marketing Strategy, Mobile Marketing, Digital Marketing, Competitive Analysis, Photoshop"
CP0762,Computer Science - Mobile App Developer,Computer Science,Mobile App Developer,"Git, UX Design, Unity, Game Development, Spring, Java, C#, Spark, CSS, Mobile Development, Sketch"
CP0763,Finance - Auditor,Finance,Auditor,"Tax Planning, Investment Management, Equity Research, Regulatory Compliance, Fixed Income, Mergers & Acquisitions, IPOs, Loan Underwriting, Derivatives, Budgeting, Series 63"
CP0764,Finance - Hedge Fund Analyst,Finance,Hedge Fund Analyst,"Insurance Planning, Wealth Management, Financial Analysis, Portfolio Management, Equity Research, Python for Finance, Due Diligence, Bloomberg Terminal, Forecasting, Capital Markets, Series 7, Financial Statements, Derivatives, STATA, Algorithmic Trading"
CP0765,Computer Science - DevOps Engineer,Computer Science,DevOps Engineer,"Web Development, Microservices, Big Data, Java, PyTorch, Cloud Computing, Kotlin, Machine Learning, Unreal Engine, UI Design, Responsive Design, GraphQL, C++"
CP0766,Finance - Auditor,Finance,Auditor,"STATA, IFRS, Financial Analysis, VBA, Due Diligence, Private Equity, Series 63, Budgeting, R Programming, Forecasting, Financial Modeling, Equity Research, Estate Planning, Excel, CFA, Loan Underwriting"
CP0767,Healthcare - Medical Researcher,Healthcare,Medical Researcher,"Treatment Planning, Nutrition, Geriatrics, Patient Education, Vital Signs, Clinical Trials, Medical Terminology, Healthcare IT, Wound Care, Therapy, Mental Health, Wellness, Healthcare Regulations, Healthcare Management, Patient Assessment, Public Health, Surgical Procedures, Cardiology"
CP0768,Marketing - Content Strategist,Marketing,Content Strategist,"Marketing Strategy, Market Research, Google Analytics, Marketing Analytics, Content Strategy, Competitive Analysis, Content Marketing, A/B Testing, Customer Segmentation, Public Relations, Illustrator, Affiliate Marketing, WordPress, Video Marketing, SEM, Hootsuite"
CP0769,Marketing - Marketing Director,Marketing,Marketing Director,"Adobe Creative Suite, Media Relations, Marketing Metrics, Campaign Management, Marketing Analytics, SEO, Copywriting, Hootsuite, Illustrator, Affiliate Marketing, A/B Testing, Buffer, Brand Management, Marketing Strategy"
CP0770,Finance - Investment Banker,Finance,Investment Banker,"Regulatory Compliance, FINRA, Risk Assessment, Tax Planning, Algorithmic Trading, STATA, Equity Research, Fixed Income, CFA, Series 63, Bloomberg Terminal, Due Diligence, R Programming, Series 7, Forecasting, SAS"
CP0771,Finance - Financial Advisor,Finance,Financial Advisor,"Loan Underwriting, Estate Planning, FINRA, STATA, Retirement Planning, Tax Planning, Wealth Management, IFRS, Equity Research, Series 7, GAAP, Financial Analysis, Bloomberg Terminal, Investment Management, Excel"
CP0772,Marketing - Public Relations Manager,Marketing,Public Relations Manager,"SEO, Affiliate Marketing, Copywriting, Illustrator, Content Creation, Facebook Ads, Marketing Automation, Google Analytics, Hootsuite, Canva, Marketing Metrics, Marketing ROI"
CP0773,Computer Science - DevOps Engineer,Computer Science,DevOps Engineer,"Unity, Java, C++, Python, CSS, Linux, Windows Server, Cybersecurity, Agile, Scrum, RESTful APIs, Data Analysis"
CP0774,Healthcare - Healthcare Administrator,Healthcare,Healthcare Administrator,"Public Health, Medical Diagnosis, Physiology, Diagnostic Testing, Therapy, ICD-10, Clinical Experience, Anatomy, Cardiology, Epidemiology, CPT Codes, Wellness, Healthcare Management, Medical Terminology, Neurology, Surgical Procedures, Pathology, Orthopedics, Patient Education"
CP0775,Healthcare - Healthcare Administrator,Healthcare,Healthcare Administrator,"Neurology, Radiology, Geriatrics, Sterilization, Diagnostic Testing, Pathology, Medical Records, Physiology, HIPAA, Health Policy"
